
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1992, Numar persoane, 10218
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1993, Numar persoane, 9676
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1994, Numar persoane, 8835
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1995, Numar persoane, 8162
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1996, Numar persoane, 7512
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1997, Numar persoane, 6879
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1998, Numar persoane, 6589
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1999, Numar persoane, 6383
0- 4 ani, Masculin, Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2000, Numar persoane, 6095
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1992, Numar persoane, 1273
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1993, Numar persoane, 1182
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1994, Numar persoane, 1061
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1995, Numar persoane, 965
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1996, Numar persoane, 909
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1997, Numar persoane, 888
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1998, Numar persoane, 841
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1999, Numar persoane, 844
0- 4 ani, Masculin, Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2000, Numar persoane, 775
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1992, Numar persoane, 1634
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1993, Numar persoane, 1577
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1994, Numar persoane, 1456
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1995, Numar persoane, 1316
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1996, Numar persoane, 1171
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1997, Numar persoane, 1111
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1998, Numar persoane, 1027
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 1999, Numar persoane, 993
0- 4 ani, Masculin, Cluj, 55008 MUNICIPIUL DEJ, Anul 2000, Numar persoane, 1000
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1992, Numar persoane, 969
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1993, Numar persoane, 872
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1994, Numar persoane, 798
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1995, Numar persoane, 693
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1996, Numar persoane, 611
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1997, Numar persoane, 541
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1998, Numar persoane, 514
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 1999, Numar persoane, 506
0- 4 ani, Masculin, Cluj, 55384 MUNICIPIUL GHERLA, Anul 2000, Numar persoane, 488
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1992, Numar persoane, 2116
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1993, Numar persoane, 2050
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1994, Numar persoane, 1812
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1995, Numar persoane, 1707
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1996, Numar persoane, 1577
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1997, Numar persoane, 1535
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1998, Numar persoane, 1438
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 1999, Numar persoane, 1421
0- 4 ani, Masculin, Cluj, 55259 MUNICIPIUL TURDA, Anul 2000, Numar persoane, 1364
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1992, Numar persoane, 429
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1993, Numar persoane, 404
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1994, Numar persoane, 374
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1995, Numar persoane, 348
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1996, Numar persoane, 319
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1997, Numar persoane, 314
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1998, Numar persoane, 298
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 1999, Numar persoane, 276
0- 4 ani, Masculin, Cluj, 55446 ORAS HUEDIN, Anul 2000, Numar persoane, 256
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1992, Numar persoane, 264
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1993, Numar persoane, 245
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1994, Numar persoane, 222
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1995, Numar persoane, 196
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1996, Numar persoane, 186
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1997, Numar persoane, 173
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1998, Numar persoane, 170
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 1999, Numar persoane, 179
0- 4 ani, Masculin, Cluj, 55473 AGHIRESU, Anul 2000, Numar persoane, 175
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1992, Numar persoane, 25
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1993, Numar persoane, 15
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1994, Numar persoane, 16
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1995, Numar persoane, 13
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1996, Numar persoane, 9
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1997, Numar persoane, 16
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1998, Numar persoane, 17
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 1999, Numar persoane, 21
0- 4 ani, Masculin, Cluj, 55598 AITON, Anul 2000, Numar persoane, 21
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 1992, Numar persoane, 32
0- 4 ani, Masculin, Cluj, 55623 ALUNIS, Anul 1993, Numar persoane, 36
