
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1992, Numar persoane, 8765
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1993, Numar persoane, 8230
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1994, Numar persoane, 7492
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1995, Numar persoane, 6663
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1996, Numar persoane, 6131
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1997, Numar persoane, 5684
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1998, Numar persoane, 5370
0- 4 ani, Masculin, Bihor, 26564 MUNICIPIUL ORADEA, Anul 1999, Numar persoane, 5205
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1992, Numar persoane, 379
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1993, Numar persoane, 361
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1994, Numar persoane, 338
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1995, Numar persoane, 343
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1996, Numar persoane, 340
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1997, Numar persoane, 335
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1998, Numar persoane, 305
0- 4 ani, Masculin, Bihor, 26804 MUNICIPIUL BEIUS, Anul 1999, Numar persoane, 286
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1992, Numar persoane, 809
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1993, Numar persoane, 740
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1994, Numar persoane, 691
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1995, Numar persoane, 652
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1996, Numar persoane, 596
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1997, Numar persoane, 558
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1998, Numar persoane, 536
0- 4 ani, Masculin, Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1999, Numar persoane, 508
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1992, Numar persoane, 748
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1993, Numar persoane, 695
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1994, Numar persoane, 614
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1995, Numar persoane, 535
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1996, Numar persoane, 500
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1997, Numar persoane, 493
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1998, Numar persoane, 465
0- 4 ani, Masculin, Bihor, 26975 MUNICIPIUL SALONTA, Anul 1999, Numar persoane, 488
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1992, Numar persoane, 495
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1993, Numar persoane, 470
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1994, Numar persoane, 440
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1995, Numar persoane, 424
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1996, Numar persoane, 400
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1997, Numar persoane, 387
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1998, Numar persoane, 378
0- 4 ani, Masculin, Bihor, 26699 ORAS ALESD, Anul 1999, Numar persoane, 358
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1992, Numar persoane, 74
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1993, Numar persoane, 80
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1994, Numar persoane, 76
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1995, Numar persoane, 81
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1996, Numar persoane, 84
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1997, Numar persoane, 74
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1998, Numar persoane, 65
0- 4 ani, Masculin, Bihor, 26920 ORAS NUCET, Anul 1999, Numar persoane, 67
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1992, Numar persoane, 492
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1993, Numar persoane, 499
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1994, Numar persoane, 482
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1995, Numar persoane, 454
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1996, Numar persoane, 458
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1997, Numar persoane, 452
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1998, Numar persoane, 436
0- 4 ani, Masculin, Bihor, 30915 ORAS SACUENI, Anul 1999, Numar persoane, 448
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1992, Numar persoane, 359
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1993, Numar persoane, 315
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1994, Numar persoane, 277
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1995, Numar persoane, 256
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1996, Numar persoane, 221
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1997, Numar persoane, 217
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1998, Numar persoane, 213
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 1999, Numar persoane, 204
