
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2007, Numar persoane, 1090
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2008, Numar persoane, 1116
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2009, Numar persoane, 1134
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2010, Numar persoane, 1090
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2011, Numar persoane, 1078
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2012, Numar persoane, 1048
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2013, Numar persoane, 992
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2014, Numar persoane, 943
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2015, Numar persoane, 952
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2016, Numar persoane, 912
0- 4 ani, Feminin, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2017, Numar persoane, 884
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2007, Numar persoane, 437
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2008, Numar persoane, 455
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2009, Numar persoane, 468
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2010, Numar persoane, 490
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2011, Numar persoane, 473
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2012, Numar persoane, 464
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2013, Numar persoane, 460
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2014, Numar persoane, 462
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2015, Numar persoane, 445
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2016, Numar persoane, 450
0- 4 ani, Feminin, Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2017, Numar persoane, 454
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2007, Numar persoane, 460
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2008, Numar persoane, 456
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2009, Numar persoane, 433
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2010, Numar persoane, 420
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2011, Numar persoane, 411
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2012, Numar persoane, 369
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2013, Numar persoane, 342
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2014, Numar persoane, 337
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2015, Numar persoane, 318
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2016, Numar persoane, 319
0- 4 ani, Feminin, Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2017, Numar persoane, 335
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2007, Numar persoane, 976
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2008, Numar persoane, 1033
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2009, Numar persoane, 1056
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2010, Numar persoane, 1047
0- 4 ani, Feminin, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2011, Numar persoane, 1047
