
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2007, Numar persoane, 3435
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2008, Numar persoane, 3477
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2009, Numar persoane, 3613
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2010, Numar persoane, 3655
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2011, Numar persoane, 3586
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2012, Numar persoane, 3491
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2013, Numar persoane, 3367
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2014, Numar persoane, 3247
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2015, Numar persoane, 3111
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2016, Numar persoane, 3086
0- 4 ani, Feminin, Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2017, Numar persoane, 3077
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2007, Numar persoane, 1001
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2008, Numar persoane, 996
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2009, Numar persoane, 999
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2010, Numar persoane, 991
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2011, Numar persoane, 961
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2012, Numar persoane, 927
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2013, Numar persoane, 926
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2014, Numar persoane, 895
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2015, Numar persoane, 898
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2016, Numar persoane, 871
0- 4 ani, Feminin, Mures, 114809 MUNICIPIUL REGHIN, Anul 2017, Numar persoane, 856
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2007, Numar persoane, 739
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2008, Numar persoane, 742
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2009, Numar persoane, 741
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2010, Numar persoane, 723
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2011, Numar persoane, 693
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2012, Numar persoane, 699
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2013, Numar persoane, 651
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2014, Numar persoane, 626
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2015, Numar persoane, 583
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2016, Numar persoane, 561
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2017, Numar persoane, 547
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2007, Numar persoane, 718
