X,Y,NAME,SIRUTA,OLD_POSTAL,RANG,TIP,SIRUTA_SUP,NAME_SUP,COUNTY,COUNTY_ID,COUNTY_MN,POP2002,REGION,REGION_ID,ENVIRO_TYP,SORT_CODE
23.573670047565251,46.069475936456065,Alba Iulia,1026,2500,II,9,1017,Municipiul Alba Iulia,Alba,1,AB,65091,Centru,7,urban,0111675100085
23.584867930393322,46.099304280173087,Barabant,1035,2510,V,10,1017,Municipiul Alba Iulia,Alba,1,AB,2145,Centru,7,urban,0111675500731
23.5557313451772,46.101414956581678,Micesti,1044,2518,V,10,1017,Municipiul Alba Iulia,Alba,1,AB,1420,Centru,7,urban,0111675507417
23.586602731021625,46.022722012380115,Oarda,1053,2515,V,10,1017,Municipiul Alba Iulia,Alba,1,AB,1830,Centru,7,urban,0111675508120
23.524698899458915,46.04689567279798,Paclisa,1062,2524,V,10,1017,Municipiul Alba Iulia,Alba,1,AB,682,Centru,7,urban,0111675508630
23.612864006592957,46.046064483327982,Ciugud,1080,2516,IV,22,1071,Ciugud,Alba,1,AB,423,Centru,7,rural,0150638302888
23.630138673798861,46.076591921043295,Drambar,1099,2511,V,23,1071,Ciugud,Alba,1,AB,372,Centru,7,rural,0150638704338
23.597689549018142,46.039993680786729,Limba,1106,2516,V,23,1071,Ciugud,Alba,1,AB,290,Centru,7,rural,0150638706637
23.668342657005667,46.08013894521396,Hapria,1115,2512,V,23,1071,Ciugud,Alba,1,AB,507,Centru,7,rural,0150638705740
23.627837104207693,46.059879363723958,Seusa,1124,2517,V,23,1071,Ciugud,Alba,1,AB,606,Centru,7,rural,0150638711563
23.630765855478867,46.088883633170653,Teleac,1133,2511,V,23,1071,Ciugud,Alba,1,AB,385,Centru,7,rural,0150638711976
23.065074328955337,46.274849906161577,Abrud,1160,3394,III,17,1151,Oras Abrud,Alba,1,AB,4820,Centru,7,urban,0131872200010
23.060980060909856,46.281656523889431,Abrud-Sat,1179,3394,V,18,1151,Oras Abrud,Alba,1,AB,1355,Centru,7,urban,0131872600011
23.09091109002847,46.261477697543576,Gura Cornei,1188,3394,V,18,1151,Oras Abrud,Alba,1,AB,291,Centru,7,urban,0131872605603
23.028179120189105,46.278378788870818,Soharu,1197,3394,V,18,1151,Oras Abrud,Alba,1,AB,263,Centru,7,urban,0131872611105
23.718217200212486,46.310303536054562,Aiud,1222,3325,II,9,1213,Municipiul Aiud,Alba,1,AB,24619,Centru,7,urban,0121674100080
23.690525779857825,46.316532767378817,Aiudul de Sus,1231,3325,V,10,1213,Municipiul Aiud,Alba,1,AB,2276,Centru,7,urban,0121674500081
23.723883328639786,46.346524219189554,Gambas,1240,3325,V,10,1213,Municipiul Aiud,Alba,1,AB,578,Centru,7,urban,0121674505077
23.650803909189648,46.340621261121314,Magina,1259,3334,V,10,1213,Municipiul Aiud,Alba,1,AB,628,Centru,7,urban,0121674507093
23.745183533580146,46.34073007292502,Pagida,1268,3325,V,10,1213,Municipiul Aiud,Alba,1,AB,165,Centru,7,urban,0121674508535
23.762224144623598,46.30809651273173,Ciumbrud,1277,3329,V,11,1213,Municipiul Aiud,Alba,1,AB,1504,Centru,7,urban,0121674502909
23.669576145831456,46.25906686806276,Garbova de Jos,1286,3325,V,11,1213,Municipiul Aiud,Alba,1,AB,464,Centru,7,urban,0121674505088
23.623685182349433,46.292397292148394,Garbova de Sus,1295,3325,V,11,1213,Municipiul Aiud,Alba,1,AB,357,Centru,7,urban,0121674505089
